price,volume
91.473833,30537.488741
91.674731,28283.505820
91.298787,36340.569142
92.314423,17880.586184
92.711077,18505.754390
94.145882,18185.115915
94.318548,30221.857156
93.170689,40108.749284
91.904646,18333.106500
93.434519,18584.636224
95.058978,24975.007144
94.888482,19964.189048
94.525577,32235.430776
95.917159,8948.928503
94.861168,15824.552700
94.016206,16107.390234
94.622987,8706.782469
94.250335,14981.099051
94.245508,15274.461865
94.091596,20324.008241
94.409762,34378.489985
95.747958,19969.786584
95.834730,14583.915348
96.453839,21530.335723
94.496502,33512.354758
94.450476,14907.451589
93.657389,15302.477868
92.522809,27540.683315
91.713875,20158.585453
91.407949,28538.058925
92.249002,21906.557129
91.033497,29163.274068
91.061386,14559.059929
90.621561,21920.249859
90.325104,20246.232265
91.235403,13543.251126
91.727678,11785.306479
92.962682,28978.214836
92.819160,19141.596000
92.175435,14633.780783
91.969323,21195.166200
92.192616,34586.113721
92.355547,8845.860265
91.359465,12104.644780
91.442174,15227.304184
91.651109,39516.419446
93.987690,24662.392542
95.768351,29939.288580
94.954690,13959.780216
94.682197,14075.425028
93.306668,26347.416054
92.757124,22545.927555
93.050332,27432.823889
94.179175,20433.512542
93.495027,24618.598936
92.885429,23464.587154
90.912172,30064.698515
90.764409,30418.410504
89.805219,11522.434064
89.331011,8965.082405
88.551127,32882.574930
88.467696,35422.058882
86.926261,14643.484803
85.660322,10467.869923
87.503798,22916.533786
86.384475,31963.032849
85.442200,45208.382808
87.026203,27079.141627
89.591453,18983.269571
88.547954,15409.627438
88.222477,22127.589812
88.524321,19541.469324
90.067942,14676.059471
89.183472,49986.200701
88.964993,44984.234406
89.659246,34697.380509
90.049902,15239.710620
89.711811,31008.223724
89.591836,28448.495725
88.368471,26291.954260
88.158251,36310.640602
87.923721,28400.114537
88.128090,29614.094559
87.640047,28417.559159
88.054280,25243.312880
88.950550,10791.947661
89.088913,22775.676629
89.402841,17632.925784
89.450376,13201.207966
89.450451,43162.470046
88.807337,43984.744477
89.088853,37937.230353
89.002223,24393.826494
90.884824,37807.018856
92.326073,22132.917794
92.682998,23887.698798
91.978465,14222.940267
90.960956,25817.207909
92.050910,22564.978769
92.293091,13081.301894
92.737295,21579.976617
91.133445,21335.084889
91.982583,45207.779627
92.401521,31498.189010
91.381142,22127.538011
90.951272,24331.204076
91.191443,22419.467635
91.239300,20309.304425
90.973114,14285.911503
90.879017,20735.018170
90.650310,16343.093928
90.788714,13358.040731
92.134541,27024.218538
89.799851,25758.137201
89.587412,10778.589540
89.745685,20971.636166
90.011720,32803.173881
89.677575,33647.347155
88.115946,33200.982145
88.405437,22371.996126
89.945774,15708.886791
88.576657,14278.646794
89.345122,25281.848380
89.052082,25634.952051
88.997488,36861.850913
88.065351,34200.374050
87.771303,20891.727316
88.919818,13390.725889
89.439427,19386.987279
91.002294,24026.014936
92.080098,20316.054242
92.485299,17480.519296
94.112328,24371.115669
94.526383,18005.218354
95.312299,17133.203184
95.030049,24948.803241
95.093309,18754.761915
94.432413,24285.670295
95.371540,24570.003529
94.254368,13963.867780
94.994660,18169.570994
94.813724,39148.241208
95.930756,13837.923682
96.653781,9445.920370
98.429621,10459.458197
99.151555,22284.440503
97.605040,22300.556476
97.539712,21014.241591
96.403213,35799.024792
95.904867,7561.812785
97.365215,25806.290261
97.987934,41133.381827
97.305455,14029.081359
96.324035,18921.940396
96.355617,16298.742443
95.190495,15402.137563
94.553772,19331.577891
94.849250,38987.412378
95.951409,45933.715560
96.537306,19256.892161
94.350505,47194.096313
94.638114,22342.156320
94.706310,44421.390956
95.099102,21219.599539
96.648591,23211.964372
94.674931,25493.780235
94.116955,78553.992646
94.674744,30961.947514
93.189153,16598.941181
94.574778,32454.654507
94.923793,19058.471601
95.730813,18107.833738
95.185802,31679.990434
95.963550,22302.057887
96.994390,24622.855250
97.220532,22150.029089
97.448685,25200.856239
97.712487,26107.720626
96.872522,10149.840062
96.729713,28756.786411
96.582291,14871.356096
96.953292,12370.629406
97.927517,21517.794059
96.896386,22778.955887
96.775332,16690.542726
98.219688,30712.123044
97.492047,12876.122851
96.693705,18717.655475
96.889520,17431.781568
97.711105,21619.805435
97.722270,24625.695612
99.029628,14718.240003
99.881754,29428.329299
100.726127,22588.607095
101.285817,10334.276850
103.671051,10062.424553
103.458576,21918.192590
101.406387,20163.172440
103.046323,21133.863846
102.575758,21781.298582
102.686477,24106.190068
104.040052,32178.694271
102.386344,14122.972977
101.112815,13783.277526
99.506612,14223.779517
98.719523,24724.913719
99.154486,36242.181398
99.675606,18535.891724
99.951365,8097.576208
98.549214,11141.173566
96.298720,15784.525035
96.351076,17622.088896
95.897585,18706.840706
96.339138,22369.024571
97.017773,19444.148738
97.151985,33514.579906
97.893283,16807.711497
98.117923,15600.727335
98.639392,26676.817676
97.946750,11917.261473
97.770985,25741.935746
97.963564,22948.807962
98.770690,20764.976078
98.382553,41577.334036
98.896630,17173.401164
98.634073,50217.520976
98.518205,20127.200145
99.338831,13216.131186
97.378548,22651.193720
96.124210,14321.281402
94.709978,16306.150728
92.525400,25817.641595
91.899956,27508.018844
92.591273,17173.674189
92.327870,32694.497090
92.510667,34996.491872
93.523817,39125.147689
94.773799,27221.581164
94.708297,38001.141770
95.998971,10380.461631
96.087452,19396.295642
95.286177,15571.504643
94.721475,23102.366669
93.329420,17525.641434
92.504200,20610.106952
92.173611,46764.046622
92.917289,20580.762957
94.530017,25991.294314
93.232429,20072.224406
93.599392,22703.748345
92.630499,22079.540118
93.071258,26352.795157
92.949334,35105.848314
91.263004,42572.236696
92.114140,24930.519952
91.558531,27884.290771
91.071003,13900.140074
90.101961,21265.669759
89.514363,32084.097647
89.898207,31144.329072
89.728241,23972.051097
90.023629,31399.824535
90.350034,26804.007358
91.551166,35600.768486
91.237879,24729.290315
89.900326,19105.292574
90.864901,25193.379048
90.564193,6821.006016
91.579261,25671.951525
91.931029,5118.592971
91.810552,11054.740694
92.131324,26389.129431
93.946467,26662.456597
95.918121,13835.990562
95.984694,16566.853206
96.138575,38109.405549
97.178845,18149.312267
96.360506,54023.160134
96.681990,22009.557256
96.656988,25931.519341
96.960879,42055.681086
96.156195,23211.679239
94.639812,14750.944708
92.698139,21080.611680
91.668110,21714.938342
91.248614,12760.418308
90.981472,19883.930491
92.761176,16368.649400
93.792803,31880.285964
92.894758,22333.537460
93.218323,19670.625299
92.839623,21110.529591
92.575996,24082.694894
92.747722,28190.087270
93.323770,14766.481216
93.007698,14521.200252
94.002444,34264.725269
92.935100,18677.320347
92.940991,12497.240800
95.386926,26305.283296
95.599952,26511.872285
96.979971,11940.770276
97.068767,24144.036341
97.634161,29561.651324
97.578737,25584.822426
97.412597,28361.633948
96.656234,12560.250207
97.073044,25145.043083
96.249940,19515.261827
96.892702,18158.316362
97.949993,31201.524780
98.309669,39803.487150
98.028661,45150.111204
98.474689,37269.223157
98.171193,21080.554932
99.093941,25364.049216
97.295646,29933.368747
96.969662,23120.412856
95.058267,23209.238165
93.647659,30622.835039
